95.5 1.49233e+09 -1.00374e+09
96 9.90458e+08 -1.7499e+09
96.5 1.15506e+08 -2.24513e+09
97 -1.00706e+09 -2.30289e+09
97.5 -2.1585e+09 -1.79936e+09
98 -3.05818e+09 -7.20104e+08
98.5 -3.41823e+09 8.08987e+08
99 -3.01374e+09 2.5181e+09
99.5 -1.75469e+09 4.02497e+09
100 2.57798e+08 4.90232e+09
100.5 2.70896e+09 4.77342e+09
101 5.09567e+09 3.41894e+09
101.5 6.80514e+09 8.71107e+08
102 7.24069e+09 -2.53146e+09
102.5 5.97496e+09 -6.1518e+09
103 2.89906e+09 -9.13928e+09
103.5 -1.67059e+09 -1.05888e+10
104 -6.96499e+09 -9.75352e+09
104.5 -1.18418e+10 -6.27102e+09
105 -1.49773e+10 -3.50147e+08
105.5 -1.51523e+10 7.13848e+09
106 -1.15831e+10 1.47147e+10
106.5 -4.22577e+09 2.05062e+10
107 6.02733e+09 2.26191e+10
107.5 1.73369e+10 1.96054e+10
108 2.71396e+10 1.0937e+10
108.5 3.26081e+10 -2.63281e+09
109 3.12917e+10 -1.89368e+10
109.5 2.18232e+10 -3.45827e+10
110 4.5319e+09 -4.54943e+10
110.5 -1.82152e+10 -4.77602e+10
111 -4.20954e+10 -3.86526e+10
111.5 -6.14217e+10 -1.76049e+10
112 -7.02242e+10 1.31059e+10
112.5 -6.36712e+10 4.8218e+10
113 -3.95622e+10 8.00536e+10
113.5 4.64585e+08 9.98347e+10
114 5.03819e+10 9.96024e+10
114.5 1.00183e+11 7.44114e+10
115 1.37389e+11 2.43199e+10
115.5 1.49549e+11 -4.43746e+10
116 1.27362e+11 -1.19149e+11
116.5 6.7787e+10 -1.8283e+11
117 -2.36278e+10 -2.16723e+11
117.5 -1.31989e+11 -2.04909e+11
118 -2.34444e+11 -1.38915e+11
118.5 -3.03901e+11 -2.16925e+10
119 -3.14748e+11 1.30258e+11
119.5 -2.49619e+11 2.87632e+11
120 -1.05803e+11 4.12441e+11
120.5 1.00418e+11 4.65343e+11
121 3.33089e+11 4.15134e+11
121.5 5.40656e+11 2.48589e+11
122 6.64951e+11 -2.17392e+10
122.5 6.54081e+11 -3.54214e+11
123 4.76974e+11 -6.81255e+11
123.5 1.36346e+11 -9.19742e+11
124 -3.23525e+11 -9.87915e+11
124.5 -8.17482e+11 -8.26153e+11
125 -1.23056e+12 -4.17412e+11
125.5 -1.43926e+12 1.97868e+11
126 -1.34033e+12 9.175e+11
126.5 -8.81581e+11 1.58766e+12
127 -8.77481e+10 2.02846e+12
127.5 9.2648e+11 2.07233e+12
128 1.96264e+12 1.60909e+12
128.5 2.76719e+12 6.27767e+11
129 3.08107e+12 -7.55827e+11
129.5 2.70316e+12 -2.29636e+12
130 1.55498e+12 -3.64794e+12
130.5 -2.68994e+11 -4.42543e+12
131 -2.48171e+12 -4.29093e+12
131.5 -4.62718e+12 -3.05008e+12
132 -6.15222e+12 -7.36491e+11
132.5 -6.52046e+12 2.33962e+12
133 -5.35065e+12 5.59985e+12
133.5 -2.55073e+12 8.27518e+12
134 1.58686e+12 9.55054e+12
134.5 6.36213e+12 8.75711e+12
135 1.07407e+13 5.57605e+12
135.5 1.35287e+13 2.05704e+11
136 1.36316e+13 -6.55865e+12
136.5 1.03522e+13 -1.33744e+13
137 3.66502e+12 -1.85505e+13
137.5 -5.61025e+12 -2.03831e+13
138 -1.58018e+13 -1.75779e+13
138.5 -2.45907e+13 -9.67704e+12
139 -2.94293e+13 2.61833e+12
139.5 -2.81201e+13 1.7333e+13
140 -1.94536e+13 3.1393e+13
140.5 -3.75711e+12 4.11198e+13
141 1.68028e+13 4.29984e+13
141.5 3.8302e+13 3.4597e+13
142 5.56005e+13 1.5446e+13
142.5 6.33235e+13 -1.23543e+13
143 5.71463e+13 -4.4016e+13
143.5 3.51383e+13 -7.25892e+13
144 -1.15624e+12 -9.01583e+13
144.5 -4.62354e+13 -8.95802e+13
145 -9.10255e+13 -6.64625e+13
145.5 -1.24257e+14 -2.09498e+13
146 -1.34732e+14 4.11786e+13
146.5 -1.14142e+14 1.08544e+14
147 -5.98701e+13 1.65616e+14
147.5 2.29377e+13 1.95551e+14
148 1.20713e+14 1.84082e+14
148.5 2.12754e+14 1.23725e+14
149 2.74617e+14 1.73483e+13
149.5 2.83291e+14 -1.1996e+14
150 2.23311e+14 -2.61605e+14
150.5 9.25081e+13 -3.73261e+14
151 -9.41223e+13 -4.19515e+14
151.5 -3.0388e+14 -3.72454e+14
152 -4.90107e+14 -2.20514e+14
152.5 -6.00363e+14 2.45395e+13
153 -5.88094e+14 3.24721e+14
153.5 -4.25733e+14 6.18768e+14
154 -1.16349e+14 8.31635e+14
154.5 2.99468e+14 8.89809e+14
155 7.44373e+14 7.40075e+14
155.5 1.11441e+15 3.67889e+14
156 1.29835e+15 -1.89316e+14
156.5 1.2037e+15 -8.38494e+14
157 7.8445e+14 -1.44034e+15
157.5 6.42785e+13 -1.83257e+15
158 -8.52005e+14 -1.86471e+15
158.5 -1.78436e+15 -1.4387e+15
159 -2.50371e+15 -5.46525e+14
159.5 -2.77697e+15 7.0533e+14
160 -2.42431e+15 2.09382e+15
160.5 -1.3774e+15 3.30597e+15
161 2.75586e+14 3.99467e+15
161.5 2.27292e+15 3.85688e+15
162 4.20136e+15 2.72042e+15
162.5 5.56157e+15 6.19737e+14
163 5.87143e+15 -2.16105e+15
163.5 4.79091e+15 -5.09676e+15
164 2.24253e+15 -7.49222e+15
164.5 -1.50358e+15 -8.61348e+15
165 -5.81032e+15 -7.86169e+15
165.5 -9.74117e+15 -4.95653e+15
166 -1.22194e+16 -8.59487e+13
166.5 -1.22624e+16 6.02377e+15
167 -9.25053e+15 1.2155e+16
167.5 -3.17304e+15 1.67802e+16
168 5.21708e+15 1.83668e+16
168.5 1.44005e+16 1.57582e+16
169 2.22796e+16 8.55799e+15
169.5 2.65586e+16 -2.5818e+15
170 2.52677e+16 -1.58611e+16
170.5 1.73371e+16 -2.84949e+16
171 3.08967e+15 -3.71635e+16
171.5 -1.54921e+16 -3.87083e+16
172 -3.48462e+16 -3.09623e+16
172.5 -5.03274e+16 -1.35392e+16
173 -5.70969e+16 1.16245e+16
173.5 -5.12847e+16 4.0173e+16
174 -3.11982e+16 6.58153e+16
174.5 1.70947e+15 8.14144e+16
175 4.24167e+16 8.05597e+16
175.5 8.26965e+16 5.93513e+16
176 1.12372e+17 1.80031e+16
176.5 1.21374e+17 -3.8183e+16
177 1.02282e+17 -9.88699e+16
177.5 5.28473e+16 -1.50011e+17
178 -2.21582e+16 -1.76435e+17
178.5 -1.10376e+17 -1.65356e+17
179 -1.93053e+17 -1.10168e+17
179.5 -2.48137e+17 -1.36411e+16
180 -2.54958e+17 1.10427e+17
180.5 -1.99744e+17 2.37906e+17
181 -8.07909e+16 3.37778e+17
181.5 8.80983e+16 3.78174e+17
182 2.77185e+17 3.34125e+17
182.5 4.44248e+17 1.95532e+17
183 5.42014e+17 -2.65917e+16
183.5 5.28718e+17 -2.97598e+17
184 3.79918e+17 -5.61957e+17
184.5 9.89398e+16 -7.51917e+17
185 -2.77019e+17 -8.01386e+17
185.5 -6.77712e+17 -6.62877e+17
186 -1.00915e+18 -3.24021e+17
186.5 -1.17116e+18 1.80554e+17
187 -1.08088e+18 7.66134e+17
187.5 -6.97817e+17 1.30658e+18
188 -4.45288e+16 1.65548e+18
188.5 7.83214e+17 1.67775e+18
189 1.62209e+18 1.28614e+18
189.5 2.26516e+18 4.75098e+17
190 2.50271e+18 -6.57481e+17
190.5 2.17397e+18 -1.90884e+18
191 1.21955e+18 -2.99582e+18
191.5 -2.7836e+17 -3.60559e+18
192 -2.08116e+18 -3.46641e+18
192.5 -3.81436e+18 -2.42584e+18
193 -5.02728e+18 -5.18654e+17
193.5 -5.28661e+18 1.99499e+18
194 -4.28912e+18 4.63829e+18
194.5 -1.96997e+18 6.78285e+18
195 1.42145e+18 7.76783e+18
195.5 5.30537e+18 7.05711e+18
196 8.83393e+18 4.40442e+18
196.5 1.10361e+19 -1.25421e+16
197 1.10299e+19 -5.53061e+18
197.5 8.26456e+18 -1.10455e+19
198 2.74179e+18 -1.51778e+19
198.5 -4.84712e+18 -1.65487e+19
199 -1.31215e+19 -1.41252e+19
199.5 -2.01841e+19 -7.56441e+18
200 -2.39663e+19 2.52762e+18
200.5 -2.27025e+19 1.45107e+19
201 -1.54471e+19 2.5862e+19
201.5 -2.5161e+18 3.35855e+19
202 1.42767e+19 3.48436e+19
202.5 3.16985e+19 2.77052e+19
203 4.55511e+19 1.1856e+19
203.5 5.14791e+19 -1.09195e+19
204 4.60193e+19 -3.66591e+19
204.5 2.76898e+19 -5.96687e+19
205 -2.14457e+18 -7.35136e+19
205.5 -3.89014e+19 -7.24413e+19
206 -7.5122e+19 -5.29906e+19
206.5 -1.01617e+20 -1.54296e+19
207 -1.09332e+20 3.53791e+19
207.5 -9.16426e+19 9.00452e+19
208 -4.66201e+19 1.35866e+20
208.5 2.13132e+19 1.59177e+20
209 1.00901e+20 1.4852e+20
209.5 1.75161e+20 9.80692e+19
210 2.24196e+20 1.04885e+19
210.5 2.2944e+20 -1.0161e+20
211 1.78635e+20 -2.1633e+20
211.5 7.04707e+19 -3.05647e+20
212 -8.2353e+19 -3.40883e+20
212.5 -2.52794e+20 -2.99706e+20
213 -4.02647e+20 -1.73309e+20
213.5 -4.89302e+20 2.80147e+19
214 -4.75295e+20 2.72666e+20
214.5 -3.38962e+20 5.10313e+20
215 -8.38053e+19 6.79794e+20
215.5 2.56092e+20 7.21697e+20
216 6.1694e+20 5.93651e+20
216.5 9.13765e+20 2.85181e+20
217 1.05636e+21 -1.71702e+20
217.5 9.70505e+20 -6.9988e+20
218 6.20565e+20 -1.18513e+21
218.5 2.79987e+19 -1.49541e+21
219 -7.19709e+20 -1.50941e+21
219.5 -1.47442e+21 -1.14956e+21
220 -2.0492e+21 -4.12352e+20
220.5 -2.25537e+21 6.12246e+20
221 -1.94925e+21 1.73993e+21
221.5 -1.07928e+21 2.71456e+21
222 2.77995e+20 3.2542e+21
222.5 1.90509e+21 3.1152e+21
223 3.46269e+21 2.16265e+21
223.5 4.54402e+21 4.31306e+20
224 4.75967e+21 -1.8407e+21
224.5 3.83932e+21 -4.22054e+21
225 1.72905e+21 -6.1402e+21
225.5 -1.34105e+21 -7.00473e+21
226 -4.84341e+21 -6.3342e+21
226.5 -8.01051e+21 -3.91249e+21
227 -9.96676e+21 9.27623e+19
227.5 -9.92038e+21 5.07614e+21
228 -7.38231e+21 1.00363e+22
228.5 -2.36414e+21 1.37275e+22
229 4.4996e+21 1.49096e+22
229.5 1.19544e+22 1.26598e+22
230 1.82843e+22 6.68257e+21
230.5 2.16255e+22 -2.45956e+21
231 2.03958e+22 -1.32723e+22
231.5 1.37596e+22 -2.34702e+22
232 2.02449e+21 -3.035e+22
232.5 -1.31505e+22 -3.13623e+22
233 -2.88316e+22 -2.4787e+22
233.5 -4.12251e+22 -1.03712e+22
234 -4.64107e+22 1.02414e+22
234.5 -4.129e+22 3.34468e+22
235 -2.45667e+22 5.40918e+22
235.5 2.47924e+21 6.63751e+22
236 3.56668e+22 6.51355e+22
236.5 6.82345e+22 4.73021e+22
237 9.18856e+22 1.31848e+22
237.5 9.8478e+22 -3.2758e+22
238 8.2099e+22 -8.1997e+22
238.5 4.11005e+22 -1.23046e+23
239 -2.04227e+22 -1.43597e+23
239.5 -9.22211e+22 -1.33385e+23
240 -1.58914e+23 -8.72749e+22
240.5 -2.02551e+23 -7.81795e+21
241 -2.0646e+23 9.34577e+22
241.5 -1.59731e+23 1.96688e+23
242 -6.13875e+22 2.76553e+23
242.5 7.68892e+22 3.07247e+23
243 2.30513e+23 2.68803e+23
243.5 3.64914e+23 1.53546e+23
244 4.41687e+23 -2.89109e+22
244.5 4.27232e+23 -2.49755e+23
245 3.02355e+23 -4.6337e+23
245.5 7.06694e+22 -6.14548e+23
246 -2.36604e+23 -6.49882e+23
246.5 -5.61546e+23 -5.3158e+23
247 -8.27336e+23 -2.50807e+23
247.5 -9.52739e+23 1.62861e+23
248 -8.71309e+23 6.3923e+23
248.5 -5.51694e+23 1.07488e+24
249 -1.42516e+22 1.35073e+24
249.5 6.61114e+23 1.35786e+24
250 1.34004e+24 1.0273e+24
250.5 1.85369e+24 3.57279e+23
251 2.03233e+24 -5.69568e+23
251.5 1.74755e+24 -1.58573e+24
252 9.54682e+23 -2.45951e+24
252.5 -2.75073e+23 -2.93685e+24
253 -1.7435e+24 -2.79931e+24
253.5 -3.14315e+24 -1.92756e+24
254 -4.10694e+24 -3.55988e+23
254.5 -4.28493e+24 1.69748e+24
255 -3.43619e+24 3.83995e+24
255.5 -1.51622e+24 5.55804e+24
256 1.2628e+24 6.31615e+24
256.5 4.42088e+24 5.68475e+24
257 7.26325e+24 3.47431e+24
257.5 9.0004e+24 -1.57317e+23
258 8.92175e+24 -4.65752e+24
258.5 6.59299e+24 -9.11839e+24
259 2.03379e+24 -1.24149e+25
259.5 -4.17365e+24 -1.34318e+25
260 -1.08895e+25 -1.1345e+25
260.5 -1.6562e+25 -5.90018e+24
261 -1.95121e+25 2.38083e+24
261.5 -1.83217e+25 1.21369e+25
262 -1.22533e+25 2.12977e+25
262.5 -1.60439e+24 2.74244e+25
263 1.21078e+25 2.82266e+25
263.5 2.62211e+25 2.21727e+25
264 3.73074e+25 9.06213e+24
264.5 4.18385e+25 -9.59157e+24
265 3.70427e+25 -3.05108e+25
265.5 2.17873e+25 -4.90321e+25
266 -2.72879e+24 -5.99258e+25
266.5 -3.26917e+25 -5.85614e+25
267 -6.19724e+25 -4.22155e+25
267.5 -8.30801e+25 -1.12294e+25
268 -8.86948e+25 3.03107e+25
268.5 -7.35395e+25 7.46581e+25
269 -3.62104e+25 1.11428e+26
269.5 1.95035e+25 1.29533e+26
270 8.42701e+25 1.19781e+26
270.5 1.44161e+26 7.76463e+25
271 1.82984e+26 5.56592e+24
271.5 1.85767e+26 -8.5926e+25
272 1.42804e+26 -1.78809e+26
272.5 5.33991e+25 -2.50211e+26
273 -7.17066e+25 -2.76911e+26
273.5 -2.10162e+26 -2.41058e+26
274 -3.30691e+26 -1.35977e+26
274.5 -3.98679e+26 2.93688e+25
275 -3.83995e+26 2.28708e+26
275.5 -2.6964e+26 4.20706e+26
276 -5.92877e+25 5.55526e+26
276.5 2.18475e+26 5.8517e+26
277 5.1106e+26 4.75932e+26
277.5 7.49026e+26 2.20402e+26
278 8.59227e+26 -1.54111e+26
278.5 7.82172e+26 -5.83725e+26
279 4.90309e+26 -9.74811e+26
279.5 2.90411e+24 -1.21997e+27
280 -6.07079e+26 -1.22142e+27
280.5 -1.21779e+27 -9.17878e+26
281 -1.67673e+27 -3.08984e+26
281.5 -1.83122e+27 5.29379e+26
282 -1.56653e+27 1.44499e+27
282.5 -8.44035e+26 2.22825e+27
283 2.70091e+26 2.65027e+27
283.5 1.59523e+27 2.51522e+27
284 2.85284e+27 1.71761e+27
284.5 3.71164e+27 2.91192e+26
285 3.85724e+27 -1.56463e+27
285.5 3.07493e+27 -3.49325e+27
286 1.3283e+27 -5.03071e+27
286.5 -1.18706e+27 -5.69486e+27
287 -4.03449e+27 -5.10133e+27
287.5 -6.58515e+27 -3.08409e+27
288 -8.1272e+27 2.08486e+26
288.5 -8.02296e+27 4.27209e+27
289 -5.88691e+27 8.28356e+27
289.5 -1.74513e+27 1.1227e+28
290 3.86838e+27 1.20996e+28
290.5 9.91817e+27 1.01654e+28
291 1.50009e+28 5.20631e+27
291.5 1.7604e+28 -2.29412e+27
292 1.6457e+28 -1.10961e+28
292.5 1.09089e+28 -1.93246e+28
293 1.24659e+27 -2.47791e+28
293.5 -1.11429e+28 -2.54024e+28
294 -2.38441e+28 -1.98309e+28
294.5 -3.37596e+28 -7.90882e+27
295 -3.7714e+28 8.97096e+27
295.5 -3.32285e+28 2.7828e+28
296 -1.93145e+28 4.44422e+28
296.5 2.90658e+27 5.40995e+28
297 2.99563e+28 5.26462e+28
297.5 5.62794e+28 3.7668e+28
298 7.51134e+28 9.52832e+27
298.5 7.98776e+28 -2.80284e+28
299 6.58634e+28 -6.79672e+28
299.5 3.18798e+28 -1.00899e+29
300 -1.85696e+28 -1.16839e+29
300.5 -7.6989e+28 -1.07554e+29
301 -1.30766e+29 -6.90594e+28
301.5 -1.65296e+29 -3.67644e+27
302 -1.67134e+29 7.89714e+28
302.5 -1.27648e+29 1.62538e+29
303 -4.63791e+28 2.26363e+29
303.5 6.68022e+28 2.49552e+29
304 1.91578e+29 2.16151e+29
304.5 2.99654e+29 1.20362e+29
305 3.59835e+29 -2.9465e+28
305.5 3.45102e+29 -2.09382e+29
306 2.40411e+29 -3.81933e+29
306.5 4.94442e+28 -5.02139e+29
307 -2.01625e+29 -5.26861e+29
307.5 -4.65056e+29 -4.26048e+29
308 -6.7808e+29 -1.93521e+29
308.5 -7.7484e+29 1.45519e+29
309 -7.0208e+29 5.32939e+29
309.5 -4.35611e+29 8.8398e+29
310 6.37909e+27 1.10179e+30
310.5 5.57272e+29 1.0986e+30
311 1.10657e+30 8.1996e+29
311.5 1.51655e+30 2.66675e+29
312 1.64989e+30 -4.916e+29
312.5 1.40409e+30 -1.31654e+30
313 7.45816e+29 -2.01859e+30
313.5 -2.63478e+29 -2.39149e+30
314 -1.45922e+30 -2.25976e+30
314.5 -2.5891e+30 -1.53014e+30
315 -3.35417e+30 -2.35592e+29
315.5 -3.47197e+30 1.4415e+30
316 -2.75122e+30 3.17748e+30
316.5 -1.16248e+30 4.55309e+30
317 1.11406e+30 5.13433e+30
317.5 3.68123e+30 4.5773e+30
318 5.96988e+30 2.73669e+30
318.5 7.33822e+30 -2.48255e+29
319 7.2141e+30 -3.91737e+30
319.5 5.25541e+30 -7.52441e+30
320 1.49321e+30 -1.01521e+31
320.5 -3.58285e+30 -1.08987e+31
321 -9.03222e+30 -9.1073e+30
321.5 -1.35859e+31 -4.59119e+30
322 -1.58815e+31 2.20174e+30
322.5 -1.47806e+31 1.01425e+31
323 -9.70935e+30 1.75328e+31
323.5 -9.42967e+29 2.23874e+31
324 1.02508e+31 2.28589e+31
324.5 2.16802e+31 1.77335e+31
325 3.0547e+31 6.89344e+30
325.5 3.39937e+31 -8.38005e+30
326 2.98037e+31 -2.53769e+31
326.5 1.71152e+31 -4.02787e+31
327 -3.02415e+30 -4.88364e+31
327.5 -2.74423e+31 -4.73243e+31
328 -5.11045e+31 -3.36031e+31
328.5 -6.7906e+31 -8.05089e+30
329 -7.19315e+31 2.59021e+31
329.5 -5.89804e+31 6.18679e+31
330 -2.80465e+31 9.13581e+31
330.5 1.76326e+31 1.05381e+32
331 7.03232e+31 9.6565e+31
331.5 1.18606e+32 6.14034e+31
332 1.49307e+32 2.10056e+30
332.5 1.50358e+32 -7.25532e+31
333 1.14081e+32 -1.47732e+32
333.5 4.02151e+31 -2.04773e+32
334 -6.21712e+31 -2.2488e+32
334.5 -1.74611e+32 -1.93795e+32
335 -2.71508e+32 -1.06489e+32
335.5 -3.24753e+32 2.92653e+31
336 -3.1012e+32 1.91642e+32
336.5 -2.14299e+32 3.46702e+32
337 -4.09484e+31 4.53852e+32
337.5 1.85977e+32 4.74326e+32
338 4.2314e+32 3.81337e+32
338.5 6.13809e+32 1.69767e+32
339 6.98692e+32 -1.37137e+32
339.5 6.30124e+32 -4.86484e+32
340 3.86882e+32 -8.01545e+32
340.5 -1.38909e+31 -9.94986e+32
341 -5.11384e+32 -9.88041e+32
341.5 -1.0054e+33 -7.32349e+32
342 -1.37158e+33 -2.29647e+32
342.5 -1.4864e+33 4.56143e+32
343 -1.25833e+33 1.19934e+33
343.5 -6.58659e+32 1.82851e+33
344 2.55596e+32 2.15784e+33
344.5 1.33452e+33 2.03004e+33
345 2.34954e+33 1.36278e+33
345.5 3.03093e+33 1.88015e+32
346 3.12493e+33 -1.32745e+33
346.5 2.46121e+33 -2.88992e+33
347 1.01625e+33 -4.12052e+33
347.5 -1.04401e+33 -4.62865e+33
348 -3.35833e+33 -4.10664e+33
348.5 -5.41165e+33 -2.42748e+33
349 -6.62539e+33 2.78349e+32
349.5 -6.48622e+33 3.59104e+33
350 -4.6907e+33 6.83415e+33
350.5 -1.27362e+33 9.1795e+33
351 3.31613e+33 9.81631e+33
351.5 8.22429e+33 8.15825e+33
352 1.23034e+34 4.0461e+33
352.5 1.43265e+34 -2.1056e+33
353 1.32737e+34 -9.26883e+33
353.5 8.63924e+33 -1.59057e+34
354 6.86409e+32 -2.02253e+34
354.5 -9.42623e+33 -2.05685e+34
355 -1.97105e+34 -1.58554e+34
355.5 -2.76382e+34 -6.00013e+33
356 -3.06382e+34 7.81895e+33
356.5 -2.67288e+34 2.31381e+34
357 -1.51597e+34 3.65024e+34
357.5 3.0915e+33 4.40823e+34
358 2.51326e+34 4.25366e+34
358.5 4.64009e+34 2.99702e+34
359 6.1386e+34 6.76977e+33
359.5 6.47709e+34 -2.39233e+34
360 5.28093e+34 -5.63087e+34
360.5 2.46549e+34 -8.27134e+34
361 -1.67017e+34 -9.50409e+34
361.5 -6.42222e+34 -8.669e+34
362 -1.07567e+35 -5.45789e+34
362.5 -1.34857e+35 -7.95322e+32
363 -1.35254e+35 6.6633e+34
363.5 -1.01938e+35 1.3426e+35
364 -3.48077e+34 1.85229e+35
364.5 5.78068e+34 2.02633e+35
365 1.59123e+35 1.73729e+35
365.5 2.45988e+35 9.41679e+34
366 2.93072e+35 -2.88261e+34
366.5 2.78659e+35 -1.75362e+35
367 1.90978e+35 -3.14691e+35
367.5 3.36321e+34 -4.1018e+35
368 -1.71458e+35 -4.26996e+35
368.5 -3.84956e+35 -3.41267e+35
369 -5.5559e+35 -1.48789e+35
369.5 -6.29985e+35 1.29006e+35
370 -5.65482e+35 4.43998e+35
370.5 -3.43483e+35 7.26739e+35
371 1.98868e+34 8.9848e+35
371.5 4.69127e+35 8.88537e+35
372 9.13395e+35 6.53973e+35
372.5 1.24038e+36 1.97276e+35
373 1.33902e+36 -4.22915e+35
